id,user,bot,context,intent,domain_label
15471,What to do for Prevent diabetes problems: Keep your kidneys healthy ?,"Your dietitian or doctor may suggest a special eating plan for you. You may have to avoid a diet high in protein, fat, sodium, and potassium.
                
- Cut back on protein, especially animal products such as meat. Damaged kidneys may fail to remove protein waste products from your blood. Diets high in protein make your kidneys work harder and fail sooner.  - Avoid a high-fat diet. High-fat diets are high in cholesterol. Cholesterol is a type of fat found in your bodys cells, blood, and many foods. Your body needs some cholesterol to work the right way. For example, your body uses cholesterol to make certain essential hormones and maintain nerve function. However, your body makes all the cholesterol it needs. If you often eat foods that are high in cholesterol, or if high cholesterol runs in your family, extra cholesterol in your blood can build up over time in the walls of your blood vessels and arteries. High blood cholesterol can lead to heart disease and stroke, some of the biggest health problems for people with diabetes.  - Avoid high-sodium foods. Sodium is a mineral found in salt and other foods. High levels of sodium may raise your blood pressure. Some high-sodium foods include canned food, frozen dinners, and hot dogs. The amount of sodium is listed on the food label, so you can see which foods have the highest levels. Try to limit your sodium to less than a teaspoon a day, or about 2,300 milligrams (mg) a day. If you have high blood pressure or are African American, middle-aged, or older, aim for no more than 1,500 mg of sodium per day. Ask your doctor or your dietitian about how much sodium you can have.  - Ask your doctor about the amount of potassium you need. Potassium is a mineral that helps your heartbeat stay regular and muscles work right. Healthy kidneys keep the right amount of potassium in your body. However, if you have severe kidney damage, high levels of potassium may cause an abnormal heart rhythm or even make your heart stop, called cardiac arrest. Some high-potassium foods include apricots, bananas, oranges, and potatoes.
                
More information about healthy eating and kidney disease is provided in the NIDDK health topics:   - Eat Right to Feel Right on Hemodialysis   - Nutrition for Advanced Chronic Kidney Disease in Adults   - Nutrition for Early Chronic Kidney Disease in Adults   - What I need to know about Eating and Diabetes",NIDDK,prevention,in_domain
15472,What is (are) Prevent diabetes problems: Keep your kidneys healthy ?,"Kidney failure, also called end-stage kidney disease or ESRD, means your kidneys no longer work well enough to do their job. You will need treatment to replace the work your kidneys have stopped doing.",NIDDK,prevention,in_domain
15518,How to diagnose Kidney Disease of Diabetes ?,"People with diabetes should be screened regularly for kidney disease. The two key markers for kidney disease are eGFR and urine albumin.
                
-  eGFR. eGFR stands for estimated glomerular filtration rate. Each kidney contains about 1 million tiny filters made up of blood vessels. These filters are called glomeruli. Kidney function can be checked by estimating how much blood the glomeruli filter in a minute. The calculation of eGFR is based on the amount of creatinine, a waste product, found in a blood sample. As the level of creatinine goes up, the eGFR goes down.  Kidney disease is present when eGFR is less than 60 milliliters per minute.  The American Diabetes Association (ADA) and the National Institutes of Health (NIH) recommend that eGFR be calculated from serum creatinine at least once a year in all people with diabetes.  -  Urine albumin. Urine albumin is measured by comparing the amount of albumin to the amount of creatinine in a single urine sample. When the kidneys are healthy, the urine will contain large amounts of creatinine but almost no albumin. Even a small increase in the ratio of albumin to creatinine is a sign of kidney damage.  Kidney disease is present when urine contains more than 30 milligrams of albumin per gram of creatinine, with or without decreased eGFR.  The ADA and the NIH recommend annual assessment of urine albumin excretion to assess kidney damage in all people with type 2 diabetes and people who have had type 1 diabetes for 5 years or more.
                
If kidney disease is detected, it should be addressed as part of a comprehensive approach to the treatment of diabetes.",NIDDK,general_info,in_domain
15519,How to diagnose Kidney Disease of Diabetes ?,"People with diabetes should be screened regularly for kidney disease. The two key markers for kidney disease are eGFR and urine albumin.
                
-  eGFR. eGFR stands for estimated glomerular filtration rate. Each kidney contains about 1 million tiny filters made up of blood vessels. These filters are called glomeruli. Kidney function can be checked by estimating how much blood the glomeruli filter in a minute. The calculation of eGFR is based on the amount of creatinine, a waste product, found in a blood sample. As the level of creatinine goes up, the eGFR goes down.  Kidney disease is present when eGFR is less than 60 milliliters per minute.  The American Diabetes Association (ADA) and the National Institutes of Health (NIH) recommend that eGFR be calculated from serum creatinine at least once a year in all people with diabetes.  -  Urine albumin. Urine albumin is measured by comparing the amount of albumin to the amount of creatinine in a single urine sample. When the kidneys are healthy, the urine will contain large amounts of creatinine but almost no albumin. Even a small increase in the ratio of albumin to creatinine is a sign of kidney damage.  Kidney disease is present when urine contains more than 30 milligrams of albumin per gram of creatinine, with or without decreased eGFR.  The ADA and the NIH recommend annual assessment of urine albumin excretion to assess kidney damage in all people with type 2 diabetes and people who have had type 1 diabetes for 5 years or more.
                
If kidney disease is detected, it should be addressed as part of a comprehensive approach to the treatment of diabetes.",NIDDK,general_info,in_domain
15520,How to prevent Kidney Disease of Diabetes ?,"Blood Pressure Medicines
                
Scientists have made great progress in developing methods that slow the onset and progression of kidney disease in people with diabetes. Drugs used to lower blood pressure can slow the progression of kidney disease significantly. Two types of drugs, angiotensin-converting enzyme (ACE) inhibitors and angiotensin receptor blockers (ARBs), have proven effective in slowing the progression of kidney disease. Many people require two or more drugs to control their blood pressure. In addition to an ACE inhibitor or an ARB, a diuretic can also be useful. Beta blockers, calcium channel blockers, and other blood pressure drugs may also be needed.
                
An example of an effective ACE inhibitor is lisinopril (Prinivil, Zestril), which doctors commonly prescribe for treating kidney disease of diabetes. The benefits of lisinopril extend beyond its ability to lower blood pressure: it may directly protect the kidneys' glomeruli. ACE inhibitors have lowered proteinuria and slowed deterioration even in people with diabetes who did not have high blood pressure.
                
An example of an effective ARB is losartan (Cozaar), which has also been shown to protect kidney function and lower the risk of cardiovascular events.
                
Patients with even mild hypertension or persistent microalbuminuria should consult a health care provider about the use of antihypertensive medicines.
                
Moderate-protein Diets
                
In people with diabetes, excessive consumption of protein may be harmful. Experts recommend that people with kidney disease of diabetes consume the recommended dietary allowance for protein, but avoid high-protein diets. For people with greatly reduced kidney function, a diet containing reduced amounts of protein may help delay the onset of kidney failure. Anyone following a reduced-protein diet should work with a dietitian to ensure adequate nutrition.
                
Intensive Management of Blood Glucose
                
Antihypertensive drugs and low-protein diets can slow CKD. A third treatment, known as intensive management of blood glucose or glycemic control, has shown great promise for people with diabetes, especially for those in the early stages of CKD.
                
The human body normally converts food to glucose, the simple sugar that is the main source of energy for the body's cells. To enter cells, glucose needs the help of insulin, a hormone produced by the pancreas. When a person does not make enough insulin, or the body does not respond to the insulin that is present, the body cannot process glucose, and it builds up in the bloodstream. High levels of glucose in the blood lead to a diagnosis of diabetes.
                
Intensive management of blood glucose is a treatment regimen that aims to keep blood glucose levels close to normal. The regimen includes testing blood glucose frequently, administering insulin throughout the day on the basis of food intake and physical activity, following a diet and activity plan, and consulting a health care team regularly. Some people use an insulin pump to supply insulin throughout the day.
                
A number of studies have pointed to the beneficial effects of intensive management of blood glucose. In the Diabetes Control and Complications Trial supported by the National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK), researchers found a 50 percent decrease in both development and progression of early diabetic kidney disease in participants who followed an intensive regimen for controlling blood glucose levels. The intensively managed patients had average blood glucose levels of 150 milligrams per deciliterabout 80 milligrams per deciliter lower than the levels observed in the conventionally managed patients. The United Kingdom Prospective Diabetes Study, conducted from 1976 to 1997, showed conclusively that, in people with improved blood glucose control, the risk of early kidney disease was reduced by a third. Additional studies conducted over the past decades have clearly established that any program resulting in sustained lowering of blood glucose levels will be beneficial to patients in the early stages of CKD.",NIDDK,prevention,in_domain
15521,How to prevent Kidney Disease of Diabetes ?,"Blood Pressure Medicines
                
Scientists have made great progress in developing methods that slow the onset and progression of kidney disease in people with diabetes. Drugs used to lower blood pressure can slow the progression of kidney disease significantly. Two types of drugs, angiotensin-converting enzyme (ACE) inhibitors and angiotensin receptor blockers (ARBs), have proven effective in slowing the progression of kidney disease. Many people require two or more drugs to control their blood pressure. In addition to an ACE inhibitor or an ARB, a diuretic can also be useful. Beta blockers, calcium channel blockers, and other blood pressure drugs may also be needed.
                
An example of an effective ACE inhibitor is lisinopril (Prinivil, Zestril), which doctors commonly prescribe for treating kidney disease of diabetes. The benefits of lisinopril extend beyond its ability to lower blood pressure: it may directly protect the kidneys' glomeruli. ACE inhibitors have lowered proteinuria and slowed deterioration even in people with diabetes who did not have high blood pressure.
                
An example of an effective ARB is losartan (Cozaar), which has also been shown to protect kidney function and lower the risk of cardiovascular events.
                
Patients with even mild hypertension or persistent microalbuminuria should consult a health care provider about the use of antihypertensive medicines.
                
Moderate-protein Diets
                
In people with diabetes, excessive consumption of protein may be harmful. Experts recommend that people with kidney disease of diabetes consume the recommended dietary allowance for protein, but avoid high-protein diets. For people with greatly reduced kidney function, a diet containing reduced amounts of protein may help delay the onset of kidney failure. Anyone following a reduced-protein diet should work with a dietitian to ensure adequate nutrition.
                
Intensive Management of Blood Glucose
                
Antihypertensive drugs and low-protein diets can slow CKD. A third treatment, known as intensive management of blood glucose or glycemic control, has shown great promise for people with diabetes, especially for those in the early stages of CKD.
                
The human body normally converts food to glucose, the simple sugar that is the main source of energy for the body's cells. To enter cells, glucose needs the help of insulin, a hormone produced by the pancreas. When a person does not make enough insulin, or the body does not respond to the insulin that is present, the body cannot process glucose, and it builds up in the bloodstream. High levels of glucose in the blood lead to a diagnosis of diabetes.
                
Intensive management of blood glucose is a treatment regimen that aims to keep blood glucose levels close to normal. The regimen includes testing blood glucose frequently, administering insulin throughout the day on the basis of food intake and physical activity, following a diet and activity plan, and consulting a health care team regularly. Some people use an insulin pump to supply insulin throughout the day.
                
A number of studies have pointed to the beneficial effects of intensive management of blood glucose. In the Diabetes Control and Complications Trial supported by the National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK), researchers found a 50 percent decrease in both development and progression of early diabetic kidney disease in participants who followed an intensive regimen for controlling blood glucose levels. The intensively managed patients had average blood glucose levels of 150 milligrams per deciliterabout 80 milligrams per deciliter lower than the levels observed in the conventionally managed patients. The United Kingdom Prospective Diabetes Study, conducted from 1976 to 1997, showed conclusively that, in people with improved blood glucose control, the risk of early kidney disease was reduced by a third. Additional studies conducted over the past decades have clearly established that any program resulting in sustained lowering of blood glucose levels will be beneficial to patients in the early stages of CKD.",NIDDK,prevention,in_domain
15522,What to do for Kidney Disease of Diabetes ?,"- Diabetes is the leading cause of chronic kidney disease (CKD) and kidney failure in the United States.  - People with diabetes should be screened regularly for kidney disease. The two key markers for kidney disease are estimated glomerular filtration rate (eGFR) and urine albumin.  - Drugs used to lower blood pressure can slow the progression of kidney disease significantly. Two types of drugs, angiotensin-converting enzyme (ACE) inhibitors and angiotensin receptor blockers (ARBs), have proven effective in slowing the progression of kidney disease.  - In people with diabetes, excessive consumption of protein may be harmful.  - Intensive management of blood glucose has shown great promise for people with diabetes, especially for those in the early stages of CKD.",NIDDK,general_info,in_domain
15523,What to do for Kidney Disease of Diabetes ?,"- Diabetes is the leading cause of chronic kidney disease (CKD) and kidney failure in the United States.  - People with diabetes should be screened regularly for kidney disease. The two key markers for kidney disease are estimated glomerular filtration rate (eGFR) and urine albumin.  - Drugs used to lower blood pressure can slow the progression of kidney disease significantly. Two types of drugs, angiotensin-converting enzyme (ACE) inhibitors and angiotensin receptor blockers (ARBs), have proven effective in slowing the progression of kidney disease.  - In people with diabetes, excessive consumption of protein may be harmful.  - Intensive management of blood glucose has shown great promise for people with diabetes, especially for those in the early stages of CKD.",NIDDK,general_info,in_domain
15553,What is (are) Monitor Your Diabetes ?,"Sometimes, no matter how hard you try to keep your blood glucose levels in your target range, they will be too high or too low. Blood glucose thats too high or too low can make you feel sick. If you try to control your high or low blood glucose and cant, you may become even sicker and need help. Talk with your doctor to learn how to handle these emergencies.
                
Learn about High Blood Glucose Levels
                
If your blood glucose levels stay above 180 for more than 1 to 2 hours, they may be too high. See the ""Daily Diabetes Record Page."" High blood glucose, also called hyperglycemia, means you dont have enough insulin in your body. High blood glucose can happen if you
                
- miss taking your diabetes medicines  - eat too much  - dont get enough physical activity  - have an infection  - get sick  - are stressed  - take medicines that can cause high blood glucose
                
Be sure to tell your doctor about other medicines you take. When youre sick, be sure to check your blood glucose levels and keep taking your diabetes medicines. Read more about how to take care of yourself when youre sick in the section Take Care of Your Diabetes during Special Times or Events.
                
Signs that your blood glucose levels may be too high are the following:
                
- feeling thirsty  - feeling weak or tired  - headaches  - urinating often  - having trouble paying attention  - blurry vision  - yeast infections
                
Very high blood glucose may also make you feel sick to your stomach.
                
If your blood glucose levels are high much of the time, or if you have symptoms of high blood glucose, call your doctor. You may need a change in your healthy eating plan, physical activity plan, or medicines.
                
Learn about Low Blood Glucose Levels
                
If your blood glucose levels drop below 70, you have low blood glucose, also called hypoglycemia. Low blood glucose can come on fast and can be caused by
                
- taking too much diabetes medicine  - missing or delaying a meal  - being more physically active than usual  - drinking alcoholic beverages
                
Sometimes, medicines you take for other health problems can cause your blood glucose levels to drop.
                
Signs your blood glucose levels may be too low are the following:
                
- hunger  - dizziness or shakiness  - confusion  - being pale  - sweating more  - weakness  - anxiety or moodiness  - headaches  - a fast heartbeat
                
If your blood glucose levels drop lower, you could have severe hypoglycemia, where you pass out or have a seizure. A seizure occurs when cells in the brain release a rush of energy that can cause changes in behavior or muscle contractions. Some seizures are life threatening.
                
If you have any of these symptoms, check your blood glucose levels. If your blood glucose levels are less than 70, have one of the following right away:
                
- three or four glucose tablets  - one serving of glucose gelthe amount equal to 15 grams of carbohydrates  - 1/2 cup, or 4 ounces, of fruit juice  - 1/2 cup, or 4 ounces, of a regularnondietsoft drink  - 1 cup, or 8 ounces, of milk  - five or six pieces of hard candy  - 1 tablespoon of sugar, syrup, or honey
                
After 15 minutes, check your blood glucose levels again. Repeat these steps until your blood glucose levels are 70 or above. If it will be at least 1 hour before your next meal, eat a snack.
                
If you take diabetes medicines that can cause low blood glucose, always carry food for emergencies. You should also wear a medical identification bracelet or necklace that says you have diabetes.
                
If you take insulin, keep a prescription glucagon kit at home and at other places where you often go. A glucagon kit has a vial of glucagon, a syringe, and a needle to inject the glucagon. Given as a shot, the glucagon quickly raises blood glucose. If you have severe hypoglycemia, youll need someone to help bring your blood glucose levels back to normal by giving you a glucagon shot. Show your family, friends, and coworkers how to give you a glucagon shot when you have severe hypoglycemia. Someone should call 911 for help if a glucagon kit is not available.
                
Action Steps If You Take Insulin     - Tell your doctor if you have low blood glucose, especially at the same time of the day or night, several times in a row.   - Tell your doctor if youve passed out from low blood glucose.   - Ask your doctor about glucagon. Glucagon is a medicine that raises blood glucose.   - Show your family, friends, and coworkers how to give you a glucagon shot when you have severe hypoglycemia.   - When you have severe hypoglycemia, someone should call 911 for help if a glucagon shot is not available.
                

                
Action Steps If You Don't Take Insulin     - Tell your doctor if you have low blood glucose, especially at the same time of the day or night, several times in a row.   - Tell your doctor about other medicines you are taking.   - Ask your doctor whether your diabetes medicines might cause low blood glucose.
                
More information is provided in the NIDDK health topic, Hypoglycemia.
                

                
Go to Prevent Diabetes Problems
                
Return to Take Care of Your Diabetes Each Day
                

                
This content is provided as a service of the National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK), part of the National Institutes of Health. The NIDDK translates and disseminates research findings through its clearinghouses and education programs to increase knowledge and understanding about health and disease among patients, health professionals, and the public. Content produced by the NIDDK is carefully reviewed by NIDDK scientists and other experts.
                
The NIDDK would like to thank: Michael L. Parchman, M.D., M.P.H., F.A.A.F.P., MacColl Center for Health Care Innovation, Group Health Research Institute; Marion J. Franz, M.S., R.D., L.D., C.D.E., Minneapolis, Minnesota
                
This information is not copyrighted. The NIDDK encourages people to share this content freely.
                

                

                
February 2014",NIDDK,general_info,in_domain
15562,What is (are) 4 Steps to Manage Your Diabetes for Life ?,"What is diabetes?
                
There are three main types of diabetes:
                
- Type 1 diabetes  Your body does not make insulin. This is a problem because you need insulin to take the sugar (glucose) from the foods you eat and turn it into energy for your body. You need to take insulin every day to live.   - Type 2 diabetes  Your body does not make or use insulin well. You may need to take pills or insulin to help control your diabetes. Type 2 is the most common type of diabetes.   - Gestational (jest-TAY-shun-al) diabetes  Some women get this kind of diabetes when they are pregnant. Most of the time, it goes away after the baby is born. But even if it goes away, these women and their children have a greater chance of getting diabetes later in life.
                
You are the most important member of your health care team.
                
You are the one who manages your diabetes day by day. Talk to your doctor about how you can best care for your diabetes to stay healthy. Some others who can help are:
                

                
- dentist    - diabetes doctor    - diabetes educator    - dietitian    - eye doctor    - foot doctor     - friends and family    - mental health counselor    - nurse    - nurse practitioner    - pharmacist    - social worker
                
How to learn more about diabetes.
                
- Take classes to learn more about living with diabetes. To find a class, check with your health care team, hospital, or area health clinic. You can also search online.   - Join a support group  in-person or online  to get peer support with managing your diabetes.   - Read about diabetes online. Go to National Diabetes Education Program.
                
Take diabetes seriously.
                
You may have heard people say they have a touch of diabetes or that their sugar is a little high. These words suggest that diabetes is not a serious disease. That is not correct. Diabetes is serious, but you can learn to manage it.
                
People with diabetes need to make healthy food choices, stay at a healthy weight, move more every day, and take their medicine even when they feel good. Its a lot to do. Its not easy, but its worth it!
                
Why take care of your diabetes?
                
Taking care of yourself and your diabetes can help you feel good today and in the future. When your blood sugar (glucose) is close to normal, you are likely to:
                
- have more energy   - be less tired and thirsty   - need to pass urine less often   - heal better   - have fewer skin or bladder infections
                
You will also have less chance of having health problems caused by diabetes such as:
                
- heart attack or stroke   - eye problems that can lead to trouble seeing or going blind   - pain, tingling, or numbness in your hands and feet, also called nerve damage   - kidney problems that can cause your kidneys to stop working   - teeth and gum problems
                
Actions you can take
                
-  Ask your health care team what type of diabetes you have.  -  Learn where you can go for support.  -  Learn how caring for your diabetes helps you feel good today and in the future.",NIDDK,general_info,in_domain
15650,Who is at risk for Sexual and Urologic Problems of Diabetes? ?,"Risk factors are conditions that increase the chances of getting a particular disease. The more risk factors people have, the greater their chances of developing that disease or condition. Diabetic neuropathy and related sexual and urologic problems appear to be more common in people who
                
- have poor blood glucose control  - have high levels of blood cholesterol  - have high blood pressure  - are overweight  - are older than 40  - smoke  - are physically inactive",NIDDK,general_info,in_domain
15651,How to prevent Sexual and Urologic Problems of Diabetes ?,"People with diabetes can lower their risk of sexual and urologic problems by keeping their blood glucose, blood pressure, and cholesterol levels close to the target numbers their health care provider recommends. Being physically active and maintaining a healthy weight can also help prevent the long-term complications of diabetes. For those who smoke, quitting will lower the risk of developing sexual and urologic problems due to nerve damage and also lower the risk for other health problems related to diabetes, including heart attack, stroke, and kidney disease.
                
More information about preventing diabetes complications is provided in the NIDDK health topic, Prevent diabetes problems: Keep your diabetes under control, available from the National Diabetes Information Clearinghouse at 1-800-860-8747.",NIDDK,prevention,in_domain
15652,What to do for Sexual and Urologic Problems of Diabetes ?,"The nerve damage of diabetes may cause sexual or urologic problems.
                
- Sexual problems in men with diabetes include      - erectile dysfunction    - retrograde ejaculation    - Sexual problems in women with diabetes include      - decreased vaginal lubrication and uncomfortable or painful intercourse    - decreased or no sexual desire    - decreased or absent sexual response    - Urologic problems in men and women with diabetes include      - bladder problems related to nerve damage, such as overactive bladder, poor control of sphincter muscles, and urine retention    - urinary tract infections    - Controlling diabetes through diet, physical activity, and medications as needed can help prevent sexual and urologic problems.  - Treatment is available for sexual and urologic problems.",NIDDK,general_info,in_domain
15661,"What is (are) Diabetes, Heart Disease, and Stroke ?","Diabetes is a disorder of metabolismthe way our bodies use digested food for energy. Most of the food we eat is broken down into glucose, the form of sugar in the blood. Glucose is the body's main source of fuel.
                
After digestion, glucose enters the bloodstream. Then glucose goes to cells throughout the body where it is used for energy. However, a hormone called insulin must be present to allow glucose to enter the cells. Insulin is a hormone produced by the pancreas, a large gland behind the stomach.
                
In people who do not have diabetes, the pancreas automatically produces the right amount of insulin to move glucose from blood into the cells. However, diabetes develops when the pancreas does not make enough insulin, or the cells in the muscles, liver, and fat do not use insulin properly, or both. As a result, the amount of glucose in the blood increases while the cells are starved of energy.
                
Over time, high blood glucose levels damage nerves and blood vessels, leading to complications such as heart disease and stroke, the leading causes of death among people with diabetes. Uncontrolled diabetes can eventually lead to other health problems as well, such as vision loss, kidney failure, and amputations.",NIDDK,general_info,in_domain
15662,"What is (are) Diabetes, Heart Disease, and Stroke ?","Prediabetes is a condition in which blood glucose levels are higher than normal but not high enough for a diagnosis of diabetes. Prediabetes is also called impaired fasting glucose or impaired glucose tolerance. Many people with prediabetes develop type 2 diabetes within 10 years. In addition, they are at risk for heart disease and stroke. With modest weight loss and moderate physical activity, people with prediabetes can delay or prevent type 2 diabetes and lower their risk of heart disease and stroke.",NIDDK,general_info,in_domain
15663,"What is (are) Diabetes, Heart Disease, and Stroke ?","If you have diabetes, you are at least twice as likely as someone who does not have diabetes to have heart disease or a stroke. People with diabetes also tend to develop heart disease or have strokes at an earlier age than other people. If you are middle-aged and have type 2 diabetes, some studies suggest that your chance of having a heart attack is as high as someone without diabetes who has already had one heart attack. Women who have not gone through menopause usually have less risk of heart disease than men of the same age. But women of all ages with diabetes have an increased risk of heart disease because diabetes cancels out the protective effects of being a woman in her child-bearing years.
                
People with diabetes who have already had one heart attack run an even greater risk of having a second one. In addition, heart attacks in people with diabetes are more serious and more likely to result in death. High blood glucose levels over time can lead to increased deposits of fatty materials on the insides of the blood vessel walls. These deposits may affect blood flow, increasing the chance of clogging and hardening of blood vessels (atherosclerosis).",NIDDK,general_info,in_domain
15664,"What is (are) Diabetes, Heart Disease, and Stroke ?","If you have diabetes, you are at least twice as likely as someone who does not have diabetes to have heart disease or a stroke. People with diabetes also tend to develop heart disease or have strokes at an earlier age than other people. If you are middle-aged and have type 2 diabetes, some studies suggest that your chance of having a heart attack is as high as someone without diabetes who has already had one heart attack. Women who have not gone through menopause usually have less risk of heart disease than men of the same age. But women of all ages with diabetes have an increased risk of heart disease because diabetes cancels out the protective effects of being a woman in her child-bearing years.
                
People with diabetes who have already had one heart attack run an even greater risk of having a second one. In addition, heart attacks in people with diabetes are more serious and more likely to result in death. High blood glucose levels over time can lead to increased deposits of fatty materials on the insides of the blood vessel walls. These deposits may affect blood flow, increasing the chance of clogging and hardening of blood vessels (atherosclerosis).",NIDDK,general_info,in_domain
15665,"Who is at risk for Diabetes, Heart Disease, and Stroke? ?","Diabetes itself is a risk factor for heart disease and stroke. Also, many people with diabetes have other conditions that increase their chance of developing heart disease and stroke. These conditions are called risk factors. One risk factor for heart disease and stroke is having a family history of heart disease. If one or more members of your family had a heart attack at an early age (before age 55 for men or 65 for women), you may be at increased risk.
                
You can't change whether heart disease runs in your family, but you can take steps to control the other risk factors for heart disease listed here:
                
- Having central obesity. Central obesity means carrying extra weight around the waist, as opposed to the hips. A waist measurement of more than 40 inches for men and more than 35 inches for women means you have central obesity. Your risk of heart disease is higher because abdominal fat can increase the production of LDL (bad) cholesterol, the type of blood fat that can be deposited on the inside of blood vessel walls.  - Having abnormal blood fat (cholesterol) levels.      - LDL cholesterol can build up inside your blood vessels, leading to narrowing and hardening of your arteriesthe blood vessels that carry blood from the heart to the rest of the body. Arteries can then become blocked. Therefore, high levels of LDL cholesterol raise your risk of getting heart disease.    - Triglycerides are another type of blood fat that can raise your risk of heart disease when the levels are high.    - HDL (good) cholesterol removes deposits from inside your blood vessels and takes them to the liver for removal. Low levels of HDL cholesterol increase your risk for heart disease.    - Having high blood pressure. If you have high blood pressure, also called hypertension, your heart must work harder to pump blood. High blood pressure can strain the heart, damage blood vessels, and increase your risk of heart attack, stroke, eye problems, and kidney problems.  - Smoking. Smoking doubles your risk of getting heart disease. Stopping smoking is especially important for people with diabetes because both smoking and diabetes narrow blood vessels. Smoking also increases the risk of other long-term complications, such as eye problems. In addition, smoking can damage the blood vessels in your legs and increase the risk of amputation.",NIDDK,general_info,in_domain
15666,"What is (are) Diabetes, Heart Disease, and Stroke ?","Metabolic syndrome is a grouping of traits and medical conditions that puts people at risk for both heart disease and type 2 diabetes. It is defined by the National Cholesterol Education Program as having any three of the following five traits and medical conditions:
                
Traits and Medical Conditions    Definition        Elevated waist circumference    Waist measurement of          - 40 inches or more in men      - 35 inches or more in women             Elevated levels of triglycerides             - 150 mg/dL or higher or Taking medication for elevated triglyceride levels             Low levels of HDL (good) cholesterol             - Below 40 mg/dL in men      - Below 50 mg/dL in women or Taking medication for low HDL cholesterol levels            Elevated blood pressure levels             - 130 mm Hg or higher for systolic blood pressure or      - 85 mm Hg or higher for diastolic blood pressure  or Taking medication for elevated blood pressure levels            Elevated fasting blood glucose levels             - 100 mg/dL or higher or Taking medication for elevated blood glucose levels",NIDDK,general_info,in_domain
15667,"How to prevent Diabetes, Heart Disease, and Stroke ?","Even if you are at high risk for heart disease and stroke, you can help keep your heart and blood vessels healthy. You can do so by taking the following steps:
                
- Make sure that your diet is ""heart-healthy."" Meet with a registered dietitian to plan a diet that meets these goals:      - Include at least 14 grams of fiber daily for every 1,000 calories consumed. Foods high in fiber may help lower blood cholesterol. Oat bran, oatmeal, whole-grain breads and cereals, dried beans and peas (such as kidney beans, pinto beans, and black-eyed peas), fruits, and vegetables are all good sources of fiber. Increase the amount of fiber in your diet gradually to avoid digestive problems.    - Cut down on saturated fat. It raises your blood cholesterol level. Saturated fat is found in meats, poultry skin, butter, dairy products with fat, shortening, lard, and tropical oils such as palm and coconut oil. Your dietitian can figure out how many grams of saturated fat should be your daily maximum amount.    - Keep the cholesterol in your diet to less than 300 milligrams a day. Cholesterol is found in meat, dairy products, and eggs.    - Keep the amount of trans fat in your diet to a minimum. It's a type of fat in foods that raises blood cholesterol. Limit your intake of crackers, cookies, snack foods, commercially prepared baked goods, cake mixes, microwave popcorn, fried foods, salad dressings, and other foods made with partially hydrogenated oil. In addition, some kinds of vegetable shortening and margarines have trans fat. Check for trans fat in the Nutrition Facts section on the food package.    - If you smoke, quit. Your doctor can help you find ways to quit smoking.  - Ask your doctor whether you should take aspirin. Studies have shown that taking a low dose of aspirin every day can help reduce the risk of heart disease and stroke. However, aspirin is not safe for everyone. Your doctor can tell you whether taking aspirin is right for you and exactly how much to take.  - Get prompt treatment for transient ischemic attacks (TIAs). Early treatment for TIAs, sometimes called mini-strokes, may help prevent or delay a future stroke. Signs of a TIA are sudden weakness, loss of balance, numbness, confusion, blindness in one or both eyes, double vision, difficulty speaking, or a severe headache.",NIDDK,prevention,in_domain
15668,"What are the treatments for Diabetes, Heart Disease, and Stroke ?","You can keep track of the ABCs of diabetes to make sure your treatment is working. Talk with your health care provider about the best targets for you.
                
A stands for A1C (a test that measures blood glucose control). Have an A1C test at least twice a year. It shows your average blood glucose level over the past 3 months. Talk with your doctor about whether you should check your blood glucose at home and how to do it.
                
A1C target        Below 7 percent, unless your doctor sets a different target
                

                
Blood glucose targets        Before meals    90 to 130 mg/dL        1 to 2 hours after the start of a meal    Less than 180 mg/dL
                
B is for blood pressure. Have it checked at every office visit.
                
Blood pressure target        Below 140/80 mm Hg, unless your doctor sets a different target
                
C is for cholesterol. Have it checked at least once a year.
                
Blood fat (cholesterol) targets        LDL (bad) cholesterol    Under 100 mg/dL        Triglycerides    Under 150 mg/dL        HDL (good) cholesterol For men: above 40 mg/dL For women: above 50 mg/dL
                
Control of the ABCs of diabetes can reduce your risk for heart disease and stroke. If your blood glucose, blood pressure, and cholesterol levels aren't on target, ask your doctor what changes in diet, activity, and medications can help you reach these goals.",NIDDK,treatment_info,in_domain
